gene,k562_de,k562_ad,is_control
UBR5,28,35,False
FAM241A,27,33,False
CMIP,27,69,False
DDI2,27,73,False
FIP1L1,27,67,False
GDPD5,27,26,False
NUDT5,27,41,False
PDLIM7,27,33,False
PITPNC1,27,44,False
SAFB,27,41,False
SSNA1,27,48,False
TCF19,27,30,False
BRCA2,27,45,False
THOP1,27,32,False
TM9SF4,27,29,False
BRF1,27,40,False
TMEM11,27,35,False
TMOD1,27,34,False
TRADD,27,32,False
VPS8,27,36,False
WDR18,27,36,False
YY1,27,34,False
ZNF131,26,25,False
CFD,26,30,False
FBXO45,26,26,False
FKBP1B,26,34,False
HTATSF1,26,27,False
IPO7,26,31,False
KIFAP3,26,30,False
MAP3K4,26,30,False
MCUR1,26,52,False
PCK2,26,26,False
ATG7,26,30,False
PTP4A2,26,45,False
RBM48,26,37,False
RNF41,26,27,False
SKI,26,29,False
SLC16A1,26,36,False
TIMM8A,26,26,False
ZFPM2,25,31,False
ZNF853,25,28,False
COX20,25,28,False
DLX2,25,33,False
DRG1,25,32,False
EMC3,25,106,False
ENO3,25,30,False
FOXO4,25,28,False
FRA10AC1,25,25,False
GEMIN2,25,25,False
HAUS2,25,27,False
HNF4G,25,25,False
IKZF1,25,28,False
KTI12,25,27,False
MEX3A,25,28,False
MRPL21,25,49,False
NENF,25,28,False
POLE3,25,21,False
RPLP0,25,68,False
RPUSD1,25,29,False
SLC25A36,25,25,False
SMC6,25,41,False
STXBP5,25,28,False
ELOA,25,26,False
TMEM41B,25,67,False
TRIM71,25,34,False
WDR89,25,28,False
CREBL2,24,25,False
CTCF,24,24,False
CTTN,24,24,False
DNMT3B,24,35,False
EAPP,24,25,False
ERAP1,24,24,False
EWSR1,24,21,False
FAM118A,24,21,False
FDPS,24,43,False
FUT1,24,28,False
GABPA,24,39,False
GATAD1,24,31,False
GNPNAT1,24,29,False
GSC,24,19,False
HIST1H2AA,24,22,False
ISCU,24,61,False
KAT2A,24,25,False
KDM1B,24,33,False
PRORP,24,38,False
LDLR,24,33,False
MAF1,24,65,False
MRPL48,24,28,False
NINJ1,24,44,False
NKTR,24,28,False
PFAS,24,60,False
POU2F2,24,30,False
PPIF,24,24,False
ATP6V1E1,24,24,False
RFNG,24,22,False
RMI2,24,47,False
RRAGC,24,23,False
SMAD9,24,27,False
SMPD4,24,29,False
SNX10,24,28,False
SORT1,24,81,False
SRSF6,24,28,False
BUB1,24,83,False
C22orf46,23,35,False
CALM2,23,21,False
CLEC2L,23,62,False
DCTN1,23,34,False
ABCB10,23,33,False
DDX3X,23,53,False
EMC2,23,29,False
ERN1,23,22,False
EXOC7,23,58,False
FAF2,23,26,False
FBRS,23,36,False
IFT80,23,29,False
IFT88,23,26,False
ILKAP,23,22,False
APOM,23,25,False
KHSRP,23,22,False
KPNB1,23,54,False
LIN7C,23,26,False
NDUFS1,23,35,False
NUDT22,23,22,False
PAPSS1,23,23,False
POLR2H,23,275,False
POLR2K,23,116,False
RPS6KL1,23,50,False
S100A11,23,22,False
TOR3A,23,26,False
CEP95,22,22,False
CHMP7,22,17,False
CLP1,22,38,False
COLEC11,22,21,False
COQ5,22,23,False
DMWD,22,23,False
G3BP1,22,20,False
GTF2H2C,22,27,False
IGF2BP1,22,29,False
NOA1,22,30,False
OSGEP,22,18,False
OSGIN2,22,22,False
PRDX4,22,31,False
PRPF6,22,71,False
PRR14,22,26,False
PSIP1,22,24,False
ATP6V1F,22,24,False
R3HDM1,22,20,False
RFT1,22,25,False
RFX1,22,21,False
RFX6,22,32,False
RHOXF2B,22,26,False
RNF126,22,29,False
SORBS3,22,24,False
SSB,22,29,False
TET1,22,27,False
TMED9,22,27,False
TMEM87A,22,20,False
TRERF1,22,29,False
TRMU,22,24,False
WDR45B,22,24,False
YY1AP1,22,22,False
ZNF397,21,27,False
CDK2AP2,21,25,False
DPH6,21,18,False
EBF3,21,29,False
ERMP1,21,24,False
ALYREF,21,22,False
SHLD2,21,22,False
FBXO31,21,24,False
GPBP1,21,23,False
GPR108,21,23,False
GPSM3,21,23,False
VIRMA,21,32,False
MBD1,21,24,False
NCOA6,21,28,False
NDUFS3,21,21,False
PAK1IP1,21,26,False
PIGP,21,22,False
PPP6C,21,19,False
PRDM16,21,24,False
B3GNTL1,21,37,False
RSAD1,21,27,False
STAT5A,21,38,False
SYMPK,21,65,False
TBC1D24,21,26,False
TFG,21,20,False
TNFAIP8,21,22,False
VPS35L,21,18,False
ZFPM1,20,29,False
ZNF34,20,21,False
ZNF518B,20,24,False
ZNF536,20,24,False
CLPX,20,20,False
COMMD8,20,30,False
COPA,20,36,False
COX18,20,24,False
DDB1,20,92,False
DDT,20,27,False
AKAP8L,20,26,False
DPH5,20,33,False
FAU,20,94,False
GMPR2,20,20,False
HADHA,20,26,False
HNF4A,20,21,False
HYLS1,20,26,False
IPO11,20,30,False
KLF8,20,41,False
MCAT,20,20,False
ARID3A,20,18,False
MORF4L1,20,19,False
NRGN,20,23,False
PDHB,20,19,False
PFDN6,20,33,False
PNKP,20,28,False
PTBP1,20,34,False
PTPRC,20,40,False
RGPD6,20,41,False
RHOT2,20,19,False
RNF14,20,16,False
SEC11A,20,24,False
UBE2Q1,20,22,False
UPF3B,20,22,False
ZBTB7A,19,19,False
ZIC2,19,18,False
ZNF184,19,21,False
CIB2,19,19,False
DYNC1LI2,19,19,False
DYRK3,19,24,False
EPC1,19,21,False
ANKRA2,19,20,False
GSTO1,19,23,False
HADHB,19,28,False
ID2,19,18,False
KLF1,19,22,False
LSM12,19,40,False
MACF1,19,22,False
MARCH3,19,30,False
MARCKSL1,19,19,False
OGA,19,29,False
MTFMT,19,17,False
NADK2,19,20,False
CIAO3,19,23,False
PSMC6,19,71,False
PSPH,19,39,False
RBPJL,19,36,False
RNF144A,19,31,False
B4GALT5,19,22,False
SCAF11,19,23,False
BHLHA9,19,19,False
SPI1,19,21,False
SRSF5,19,21,False
TBKBP1,19,31,False
TRIM59,19,22,False
TSG101,19,108,False
UFC1,19,23,False
UNC50,19,20,False
URB1,19,23,False
VPS18,19,24,False
XRN1,19,32,False
ZNF222,18,20,False
ZNF41,18,37,False
ZNF644,18,20,False
ZSCAN32,18,30,False
CAPZB,18,34,False
EFNA3,18,20,False
EIF4B,18,22,False
ELAC1,18,28,False
ALG9,18,35,False
FDFT1,18,21,False
FLYWCH1,18,20,False
FNIP1,18,23,False
FUBP1,18,35,False
GANAB,18,18,False
GAPVD1,18,18,False
GCM2,18,20,False
GDAP2,18,29,False
GLTP,18,15,False
GORAB,18,17,False
IRX1,18,21,False
ARF5,18,17,False
MAPRE2,18,101,False
MMS19,18,22,False
MORN4,18,21,False
MRPL45,18,23,False
MTMR9,18,23,False
NEMF,18,22,False
NPLOC4,18,34,False
NR2C2,18,20,False
ORC3,18,20,False
OSTC,18,22,False
ATAD3A,18,25,False
PHTF1,18,31,False
PPHLN1,18,20,False
PPP2R3C,18,21,False
ACAD10,18,29,False
PRMT6,18,27,False
PTK7,18,18,False
PWWP2A,18,20,False
PXMP2,18,21,False
RMND1,18,18,False
RNF113A,18,60,False
RPA2,18,74,False
RPL39,18,47,False
BAZ1A,18,25,False
SENP1,18,17,False
SETD7,18,20,False
SPNS1,18,25,False
SREBF2,18,18,False
TCP1,18,53,False
PIP4P2,18,19,False
TMPO,18,21,False
TSHZ2,18,23,False
TSPAN13,18,19,False
TUBA1B,18,21,False
USP15,18,20,False
WDR59,18,30,False
ZBTB1,18,21,False
ZNF451,17,20,False
ZNF586,17,18,False
CFAP298,17,20,False
CCDC88B,17,19,False
CCNL2,17,21,False
CDK5,17,17,False
CKAP2,17,18,False
DNAJA1,17,28,False
GEN1,17,18,False
GMEB2,17,16,False
HLX,17,19,False
APC,17,18,False
JOSD1,17,36,False
MIEN1,17,23,False
MKLN1,17,19,False
NABP2,17,19,False
NDUFV1,17,25,False
NEDD1,17,24,False
NEIL2,17,21,False
NFYC,17,52,False
ATF7IP,17,19,False
REXO1,17,22,False
RFC1,17,33,False
RFK,17,26,False
SIX6,17,16,False
SKA1,17,27,False
SREK1,17,26,False
STX5,17,39,False
STX7,17,16,False
SYVN1,17,18,False
TIMM17A,17,27,False
TXLNA,17,21,False
UNG,17,17,False
VAMP1,17,22,False
XPC,17,22,False
TEDC2,17,31,False
YPEL5,17,20,False
ZBTB24,17,18,False
ZFP36L2,16,29,False
C19orf53,16,15,False
ZSCAN21,16,15,False
C6orf120,16,17,False
CCDC17,16,19,False
CENPE,16,24,False
CRTC2,16,16,False
CSNK2A1,16,26,False
DCUN1D5,16,25,False
DNAAF2,16,17,False
RIPOR1,16,20,False
GAPDH,16,24,False
GP6,16,18,False
GTPBP10,16,16,False
HK2,16,21,False
KIAA0100,16,26,False
KIAA1109,16,16,False
KMT2A,16,23,False
LIN28A,16,21,False
ARHGAP22,16,24,False
MAP3K2,16,16,False
MAP4,16,19,False
MARK2,16,17,False
MAVS,16,45,False
ARL8A,16,19,False
NUP35,16,21,False
PEX14,16,21,False
PFKL,16,24,False
ATL2,16,23,False
ATP6V1E2,16,17,False
ATP6V1H,16,52,False
PTGER3,16,17,False
AURKAIP1,16,24,False
RNF44,16,17,False
RTTN,16,21,False
SLC9B2,16,48,False
SMAGP,16,20,False
SNX12,16,21,False
SRF,16,17,False
BRCA1,16,23,False
TGS1,16,13,False
TNNI3,16,15,False
UGGT1,16,18,False
C12orf65,16,17,False
ZBTB9,15,17,False
ZCCHC7,15,23,False
ZFX,15,14,False
C19orf25,15,19,False
ZNF507,15,16,False
ZNF549,15,16,False
ZNF592,15,18,False
ZNF784,15,17,False
CASP6,15,14,False
CBFB,15,18,False
COMMD1,15,14,False
DENND4B,15,15,False
DNAJC11,15,20,False
DNAJC2,15,19,False
ELF4,15,15,False
FAM174A,15,16,False
FH,15,17,False
HMGCR,15,26,False
AP4M1,15,15,False
HNRNPUL2,15,16,False
KEL,15,17,False
LMBR1L,15,18,False
MIEF1,15,12,False
MPV17L2,15,17,False
MTCH2,15,27,False
NR2C1,15,15,False
NUP42,15,14,False
PRIM1,15,43,False
ATP6V0B,15,20,False
PSTK,15,16,False
RGS20,15,21,False
RNF167,15,15,False
BAD,15,15,False
RPS8,15,62,False
SEC13,15,54,False
SH3BP5,15,24,False
SLC15A4,15,21,False
SLC4A1AP,15,18,False
SRR,15,15,False
STEAP3,15,18,False
SWSAP1,15,19,False
SYS1,15,24,False
BRD4,15,18,False
PIP4P1,15,44,False
TPT1,15,13,False
TUBB3,15,17,False
TXNDC17,15,20,False
USP3,15,20,False
WBP4,15,14,False
C1orf109,14,16,False
ACTG1,14,27,False
CLPP,14,14,False
COMMD5,14,16,False
CTNNB1,14,32,False
DBN1,14,14,False
CIAO2B,14,18,False
FUNDC1,14,14,False
GPATCH8,14,13,False
MAGED2,14,15,False
MTHFD1L,14,17,False
NDUFAF3,14,18,False
NDUFS8,14,21,False
ASAP1,14,14,False
NUBP2,14,15,False
PCYT2,14,15,False
PHACTR2,14,14,False
PSMB4,14,21,False
RPL22,14,13,False
RRM1,14,16,False
SLC38A2,14,16,False
SS18,14,15,False
ST6GAL1,14,31,False
TERF2,14,36,False
TMEM97,14,19,False
TRIP12,14,14,False
WTAP,14,27,False
XPO4,14,14,False
C17orf49,13,40,False
CCDC22,13,14,False
CDK1,13,47,False
CEPT1,13,16,False
ADPGK,13,23,False
COPS7B,13,15,False
CPEB4,13,14,False
CYB5RL,13,14,False
EDF1,13,12,False
TAFA2,13,14,False
FOXL2,13,15,False
GTSE1,13,15,False
AP4S1,13,13,False
HSP90B1,13,17,False
ELP1,13,19,False
ABHD14A,13,20,False
MFSD4B,13,12,False
KLHL12,13,59,False
LAMTOR5,13,17,False
LANCL2,13,15,False
LLGL2,13,21,False
LRRC8D,13,13,False
ARHGEF10,13,15,False
ARHGEF1,13,14,False
MARCH7,13,20,False
METRNL,13,25,False
MITF,13,12,False
NAA50,13,9,False
NANS,13,14,False
NFKBIA,13,15,False
ASB1,13,13,False
NUFIP2,13,22,False
PIEZO1,13,16,False
PRDM5,13,17,False
PRKAR1B,13,12,False
PRPF18,13,55,False
PSMD3,13,28,False
PTCD2,13,14,False
PTPN23,13,14,False
RALA,13,16,False
RAPGEF6,13,36,False
SEPHS2,13,12,False
SHPRH,13,15,False
SPTLC1,13,15,False
TGIF2,13,16,False
THOC1,13,22,False
TIMM50,13,18,False
TMEM199,13,14,False
TOMM70,13,21,False
TOR4A,13,19,False
TRIM23,13,18,False
VILL,13,14,False
C15orf41,13,26,False
ZC3H11A,12,16,False
ZNF177,12,12,False
ZNF8,12,14,False
CCAR2,12,13,False
CHID1,12,13,False
DDRGK1,12,36,False
DIAPH3,12,12,False
DNAJC7,12,12,False
EME2,12,12,False
ANKFY1,12,11,False
ANKRD13D,12,19,False
ANKRD16,12,12,False
GDI2,12,14,False
GRK6,12,12,False
GTF3C5,12,13,False
GTPBP8,12,13,False
HDAC2,12,13,False
AP3B1,12,14,False
APIP,12,14,False
IGFBP4,12,12,False
ISOC2,12,14,False
KIAA0232,12,10,False
LMBRD2,12,13,False
LSM14A,12,12,False
MED27,12,83,False
MFSD6,12,21,False
MGA,12,15,False
MRPL40,12,13,False
NDUFB6,12,40,False
NTHL1,12,14,False
ORC2,12,17,False
PDCL,12,13,False
ATG3,12,14,False
PEX3,12,14,False
PIH1D1,12,17,False
PLAGL2,12,13,False
PON2,12,17,False
PRKAB2,12,12,False
PSMA6,12,24,False
PTDSS2,12,13,False
RAD9A,12,16,False
RLF,12,15,False
RNF138,12,12,False
B4GALT1,12,18,False
RNF182,12,15,False
RPS6KA3,12,13,False
SARNP,12,13,False
SCAF1,12,25,False
BCL2L1,12,17,False
BCLAF1,12,12,False
SPEG,12,15,False
ACLY,12,12,False
SUPT7L,12,14,False
TAB2,12,13,False
TBC1D22A,12,10,False
TIMM22,12,13,False
TKT,12,13,False
BTBD1,12,15,False
TRAPPC5,12,42,False
UBP1,12,16,False
GET1,12,60,False
ZC3HC1,11,14,False
ZNF132,11,14,False
ZNF311,11,13,False
ZNF445,11,12,False
ZSCAN23,11,13,False
ACTN1,11,13,False
C9orf16,11,18,False
CCDC12,11,12,False
CDK5RAP3,11,11,False
COMMD7,11,10,False
COX4I1,11,13,False
AIDA,11,9,False
DNMT3A,11,13,False
DPM3,11,11,False
ABCB8,11,10,False
FARS2,11,12,False
FKBP8,11,30,False
ANAPC7,11,18,False
FOXN3,11,10,False
HAUS8,11,28,False
HOXB9,11,14,False
KDM3B,11,15,False
KIF2A,11,10,False
KIFC2,11,9,False
ARL14EP,11,13,False
MKNK1,11,12,False
NOSIP,11,11,False
ASF1A,11,12,False
OIP5,11,11,False
OTUD6B,11,11,False
PDE12,11,13,False
PI4KA,11,10,False
PINK1,11,12,False
POLE,11,40,False
PRRC2C,11,12,False
RAD23A,11,14,False
RUNX2,11,13,False
SART1,11,26,False
SCOC,11,12,False
SFXN1,11,12,False
BCAR1,11,10,False
SHB,11,13,False
SIAH2,11,12,False
SLC25A3,11,15,False
SLC25A41,11,21,False
SMIM8,11,16,False
SUN1,11,13,False
TATDN3,11,18,False
TCIRG1,11,6,False
TP53I3,11,22,False
UCHL3,11,12,False
VPS16,11,10,False
CCDC32,11,13,False
ACSF3,11,12,False
ZDHHC12,10,10,False
ZFAND1,10,11,False
ZFAT,10,10,False
ZNF408,10,10,False
ZNF524,10,12,False
C2CD2L,10,12,False
ZSCAN5A,10,12,False
CBX1,10,11,False
CCDC91,10,10,False
CD59,10,12,False
CDC25A,10,13,False
CENPN,10,28,False
CHMP4A,10,9,False
CLTB,10,14,False
COASY,10,11,False
COMMD10,10,10,False
COMMD6,10,12,False
CTNNAL1,10,7,False
CYS1,10,12,False
DCAF12,10,11,False
DCAF6,10,7,False
DLG5,10,11,False
AKIRIN1,10,11,False
ETNK1,10,14,False
EVX2,10,13,False
RTL8A,10,12,False
ATPSCKMT,10,11,False
SINHCAF,10,18,False
FASTKD1,10,11,False
FBXL4,10,10,False
FDXR,10,12,False
FOXG1,10,18,False
FRRS1,10,12,False
FUS,10,11,False
GPI,10,11,False
GTF2H5,10,13,False
H3F3A,10,11,False
HNRNPAB,10,12,False
HSPA13,10,12,False
API5,10,11,False
KDM5A,10,10,False
MAEA,10,13,False
MICB,10,13,False
MLEC,10,10,False
ARPC2,10,10,False
NKIRAS2,10,13,False
ASCC2,10,10,False
NUDT16L1,10,9,False
PCBP4,10,10,False
PEX6,10,16,False
PGPEP1,10,12,False
PHF20,10,11,False
PMVK,10,10,False
POLA1,10,16,False
DMAC2L,10,12,False
ATP6V0A1,10,11,False
PROSER1,10,12,False
PURG,10,17,False
RAB27A,10,9,False
RAD17,10,13,False
REV1,10,10,False
RHOQ,10,12,False
RNF214,10,12,False
B4GALT7,10,11,False
RPA3,10,31,False
RPAIN,10,19,False
RPE,10,29,False
RPS15,10,186,False
RUFY3,10,9,False
RUNDC1,10,12,False
RUNX1,10,11,False
SAMHD1,10,11,False
SLC25A46,10,9,False
SLC35B1,10,16,False
SLC35E1,10,10,False
SLTM,10,13,False
SRD5A3,10,10,False
STK19,10,10,False
SUGP2,10,10,False
TECR,10,60,False
TMEM120A,10,10,False
TRIP10,10,10,False
TSPO,10,10,False
TTC37,10,13,False
UGDH,10,16,False
USP24,10,19,False
WDR1,10,14,False
WSB1,10,9,False
XPNPEP3,10,10,False
ZDHHC4,9,9,False
ZDHHC8,9,17,False
ZIK1,9,10,False
ZNF20,9,9,False
ZNF566,9,10,False
ZNF629,9,8,False
ZNF740,9,17,False
ACTR2,9,11,False
CCDC28B,9,10,False
YJU2,9,16,False
CCNA2,9,11,False
CD33,9,11,False
CDC34,9,11,False
CDK7,9,14,False
ADD1,9,10,False
CHAMP1,9,11,False
CHTF18,9,6,False
ADPRHL2,9,9,False
CMPK1,9,11,False
CPNE7,9,10,False
CSTF2,9,9,False
CTSV,9,9,False
DCK,9,14,False
DDHD1,9,23,False
DDN,9,10,False
DDX28,9,10,False
DHRS1,9,18,False
DNAJB6,9,10,False
DNAJC25,9,13,False
DPP9,9,14,False
AKR1A1,9,12,False
ALG3,9,10,False
FAM178B,9,10,False
FASTKD3,9,9,False
AMZ2,9,13,False
FGFR1OP2,9,11,False
FIZ1,9,19,False
FKBP1A,9,9,False
GLCCI1,9,10,False
GNA13,9,13,False
GRN,9,17,False
GTF2F1,9,10,False
GTF3A,9,15,False
HCFC1,9,15,False
HDAC8,9,11,False
HIST1H2AM,9,9,False
HMGN4,9,11,False
HOXC4,9,9,False
IDH3A,9,12,False
INIP,9,13,False
IPO5,9,9,False
ITGA5,9,11,False
ITGB1,9,10,False
JUN,9,10,False
KCTD10,9,11,False
WASHC4,9,11,False
AREL1,9,20,False
KLHL8,9,6,False
MANF,9,9,False
MAP7D3,9,9,False
ARID4A,9,13,False
MLLT10,9,11,False
MPND,9,9,False
MPST,9,8,False
MRPL47,9,10,False
MTRR,9,9,False
MYL12A,9,9,False
MYL6B,9,8,False
NCAPH2,9,9,False
OLIG3,9,7,False
OTX1,9,10,False
PAX1,9,11,False
PDS5B,9,8,False
PHF8,9,10,False
PIF1,9,11,False
PIP4K2B,9,8,False
PNKD,9,9,False
ATP2C1,9,11,False
PRMT7,9,9,False
PRSS57,9,10,False
NECTIN2,9,10,False
RER1,9,11,False
RUSC1,9,11,False
SAP30BP,9,19,False
SCCPDH,9,10,False
SDCBP,9,9,False
ENTR1,9,12,False
SEPTIN8,9,25,False
SLC35F2,9,11,False
SLC4A7,9,23,False
SMG6,9,10,False
SNIP1,9,19,False
SNUPN,9,10,False
SPTY2D1,9,9,False
STEAP1B,9,9,False
STK32C,9,11,False
SUN2,9,18,False
TCF15,9,11,False
BRCC3,9,10,False
TLK1,9,7,False
TMED7,9,11,False
TMEM63B,9,11,False
BTBD10,9,10,False
TP73,9,14,False
TRIB2,9,12,False
BTG1,9,15,False
TRPT1,9,9,False
UBE2G2,9,8,False
UBE2S,9,7,False
C11orf58,9,8,False
UROD,9,9,False
VMA21,9,15,False
VPS45,9,14,False
WNK4,9,10,False
XRCC1,9,13,False
XRCC3,9,11,False
ZBED6,9,9,False
ZC3HAV1,8,8,False
ZNF264,8,9,False
ZNF33A,8,18,False
ZNF594,8,10,False
ZNF628,8,8,False
ZNF775,8,8,False
ACTR3,8,10,False
CAMK1,8,9,False
CARD11,8,8,False
CBX5,8,6,False
CCDC112,8,10,False
CCDC124,8,11,False
WASHC3,8,12,False
CENPC,8,128,False
CHMP1A,8,10,False
CNNM3,8,5,False
AEBP2,8,8,False
COX7A2L,8,10,False
CREB1,8,8,False
DDX1,8,9,False
DPM2,8,7,False
DUS3L,8,7,False
DYNLRB1,8,20,False
ALG1,8,12,False
FAM117A,8,9,False
FANCG,8,9,False
FBXL5,8,8,False
ANKRD13B,8,10,False
GSK3A,8,10,False
GYPC,8,17,False
HIST1H4I,8,9,False
HMGA1,8,10,False
IREB2,8,9,False
IRF2BP1,8,8,False
IRF5,8,8,False
ISCA1,8,10,False
ITSN1,8,9,False
KANSL1,8,9,False
RESF1,8,11,False
KXD1,8,8,False
LCMT1,8,10,False
LIN7B,8,17,False
LRBA,8,8,False
LRRC42,8,8,False
LSM14B,8,12,False
ARL11,8,9,False
MIDN,8,7,False
MLF2,8,9,False
MMADHC,8,8,False
MTA1,8,8,False
MTMR2,8,8,False
ASB13,8,10,False
NMT1,8,11,False
ASH2L,8,12,False
PAPOLG,8,8,False
PHF3,8,28,False
ACACA,8,9,False
PPFIA1,8,7,False
PPP5C,8,9,False
PREP,8,13,False
PRICKLE3,8,9,False
PRMT2,8,8,False
ATP7B,8,13,False
RBL1,8,10,False
COP1,8,8,False
RHBDD3,8,9,False
RNASEH2B,8,7,False
RNF10,8,8,False
RNF114,8,8,False
BAG1,8,8,False
BAHD1,8,11,False
BARHL1,8,11,False
BATF,8,11,False
SECISBP2,8,8,False
SETD9,8,8,False
SIMC1,8,11,False
BCL2L11,8,8,False
SMAD4,8,18,False
SMIM1,8,8,False
SPIN1,8,8,False
BIRC6,8,14,False
STAG1,8,10,False
STAU2,8,10,False
STK3,8,9,False
STXBP3,8,15,False
SUV39H2,8,10,False
TBC1D20,8,12,False
BORA,8,16,False
TFB2M,8,9,False
TGM2,8,8,False
THAP6,8,12,False
TMCO3,8,11,False
TMEM185B,8,11,False
TMEM209,8,8,False
TMEM80,8,8,False
TOMM5,8,8,False
TRPC4AP,8,10,False
TSC2,8,10,False
TSEN54,8,9,False
USP10,8,11,False
VPS26B,8,9,False
ATP23,8,10,False
YWHAQ,8,8,False
ZCCHC17,7,7,False
ZMYM6,7,7,False
ZNF217,7,8,False
ZNF385A,7,7,False
ZNF431,7,8,False
ZNF69,7,4,False
C22orf39,7,7,False
ZNRF1,7,8,False
ZSCAN2,7,47,False
C4orf48,7,8,False
CAPN10,7,8,False
CENPL,7,7,False
CNTROB,7,8,False
COG4,7,12,False
COMMD4,7,8,False
CYB5B,7,8,False
DENND2D,7,9,False
DHX32,7,7,False
DLST,7,25,False
DNAJB1,7,8,False
ELF3,7,8,False
ENO2,7,7,False
ALG12,7,9,False
EXOC3,7,9,False
FAHD1,7,8,False
ANTKMT,7,10,False
FOXK2,7,7,False
FOXO3,7,8,False
ANKHD1,7,7,False
FXR2,7,7,False
FZR1,7,7,False
GABBR1,7,13,False
GBA,7,10,False
GCDH,7,5,False
GGA1,7,5,False
ANKRD49,7,9,False
GPR160,7,7,False
GSKIP,7,7,False
HAGHL,7,7,False
HDAC7,7,8,False
HDDC2,7,8,False
AP1B1,7,8,False
HMGB2,7,9,False
HNRNPLL,7,6,False
IFI27L1,7,9,False
IP6K2,7,7,False
ABHD13,7,8,False
IVNS1ABP,7,9,False
KDELR2,7,7,False
KDM4A,7,9,False
KLF4,7,7,False
KRT8,7,6,False
L2HGDH,7,17,False
LRRC37B,7,11,False
MAGEB1,7,8,False
ARHGEF25,7,8,False
MAPK14,7,12,False
MED23,7,10,False
MORF4L2,7,8,False
MPHOSPH8,7,8,False
MRE11,7,10,False
MYO9A,7,7,False
MZT2A,7,14,False
NDUFA11,7,8,False
NDUFAF4,7,10,False
NFYB,7,9,False
NPM1,7,13,False
NSUN5,7,7,False
NT5C2,7,7,False
NUDT2,7,8,False
PAIP1,7,7,False
PAN3,7,8,False
PARD6B,7,8,False
PAX2,7,8,False
PIK3R2,7,10,False
PINX1,7,11,False
ATOX1,7,9,False
PKN1,7,9,False
PKNOX1,7,9,False
ATP2A2,7,13,False
PPOX,7,26,False
PPP1R3D,7,7,False
PRUNE1,7,9,False
PSENEN,7,8,False
PSMB2,7,12,False
PSMD5,7,8,False
ATPAF2,7,7,False
ATXN2L,7,7,False
RAB4A,7,10,False
RAC1,7,8,False
AVEN,7,7,False
RNF187,7,7,False
RNF19B,7,7,False
ROR2,7,7,False
BACH1,7,8,False
RPS25,7,11,False
RPS6KA1,7,9,False
RTF1,7,66,False
RXRG,7,7,False
S100A4,7,8,False
SDHAF2,7,5,False
SDHB,7,11,False
SNX25,7,7,False
SNX6,7,7,False
BLM,7,8,False
STXBP2,7,7,False
SUCLG2,7,7,False
TAOK3,7,8,False
TBCA,7,59,False
THAP7,7,12,False
TIMM10,7,6,False
TINF2,7,9,False
TMEM208,7,7,False
TRAF3IP1,7,7,False
TRIP6,7,7,False
TRPM7,7,28,False
TXNDC12,7,14,False
TXNL4B,7,9,False
UBE2H,7,7,False
UBE2W,7,7,False
C11orf80,7,9,False
UQCC1,7,7,False
USP32,7,9,False
VAC14,7,12,False
VPS37B,7,6,False
WDR4,7,7,False
WDR92,7,9,False
YIPF5,7,10,False
ZBTB32,7,7,False
ZC3H15,6,7,False
C18orf32,6,14,False
ACSL4,6,6,False
ZNF22,6,6,False
ZNF444,6,12,False
ZNF672,6,5,False
ZNF729,6,8,False
CACUL1,6,6,False
CCDC71L,6,4,False
CCNT2,6,8,False
CENPW,6,9,False
CGGBP1,6,7,False
CHTF8,6,10,False
CHTOP,6,9,False
CLDND1,6,7,False
COBL,6,7,False
COG7,6,6,False
COMMD2,6,7,False
COMMD3,6,7,False
COQ10A,6,6,False
CPSF7,6,10,False
CREB3L3,6,76,False
CREBZF,6,6,False
CRLS1,6,8,False
AGPS,6,6,False
DBNDD2,6,6,False
DCTD,6,6,False
DCTN4,6,25,False
DCUN1D2,6,5,False
DERL1,6,6,False
DHRS4L2,6,8,False
AK3,6,8,False
E2F4,6,10,False
ECHS1,6,5,False
EEF2K,6,9,False
ENGASE,6,6,False
EPHX1,6,7,False
MCRIP2,6,6,False
FAM98B,6,8,False
FBXO27,6,6,False
FBXO46,6,5,False
ANAPC13,6,6,False
FEN1,6,8,False
FLAD1,6,8,False
FMR1,6,6,False
GCLM,6,8,False
GGPS1,6,13,False
GPCPD1,6,8,False
GPR137,6,7,False
HOXB5,6,7,False
HSD17B7,6,6,False
JUNB,6,7,False
KDELR1,6,6,False
WASHC5,6,7,False
KIAA1191,6,7,False
KLHL5,6,6,False
L3MBTL2,6,6,False
LEPROT,6,6,False
LIAS,6,9,False
LSS,6,9,False
MAST4,6,7,False
MEF2C,6,7,False
MESP2,6,6,False
METTL5,6,8,False
ARL15,6,13,False
MGST1,6,6,False
MLLT3,6,7,False
MYLIP,6,7,False
NCSTN,6,6,False
NDUFA13,6,7,False
NFATC4,6,6,False
NKX3-1,6,5,False
ABL2,6,6,False
NNT,6,6,False
ASF1B,6,6,False
ASNSD1,6,9,False
OSR1,6,6,False
PAGE1,6,6,False
PCNA,6,11,False
PDCD7,6,8,False
ATG16L1,6,18,False
PET100,6,8,False
PEX5,6,7,False
PGP,6,8,False
PHTF2,6,6,False
ATP11A,6,6,False
PKP4,6,6,False
ACAA2,6,6,False
PNP,6,8,False
POR,6,6,False
ATP5MC1,6,6,False
PPM1D,6,5,False
PPP1R2,6,5,False
